1.00e+00 2.43e-01 9.50e-02 6.46e-01 8.66e-01 9.19e-01 6.06e-01 4.60e-02 3.50e-02
2.43e-01 1.00e+00 2.03e-01 4.05e-01 2.67e-01 1.82e-01 9.10e-02 3.00e-03 2.00e-03
9.50e-02 2.03e-01 1.00e+00 1.20e-01 1.02e-01 8.80e-02 6.80e-02 2.50e-02 2.30e-02
6.46e-01 4.05e-01 1.20e-01 1.00e+00 7.42e-01 5.39e-01 2.89e-01 9.00e-03 6.00e-03
8.66e-01 2.67e-01 1.02e-01 7.42e-01 1.00e+00 7.65e-01 4.48e-01 1.70e-02 1.20e-02
9.19e-01 1.82e-01 8.80e-02 5.39e-01 7.65e-01 1.00e+00 6.49e-01 3.80e-02 2.80e-02
6.06e-01 9.10e-02 6.80e-02 2.89e-01 4.48e-01 6.49e-01 1.00e+00 1.02e-01 7.80e-02
4.60e-02 3.00e-03 2.50e-02 9.00e-03 1.70e-02 3.80e-02 1.02e-01 1.00e+00 8.79e-01
3.50e-02 2.00e-03 2.30e-02 6.00e-03 1.20e-02 2.80e-02 7.80e-02 8.79e-01 1.00e+00
